Manufacturer,Model,Category,Subcategory,URL,Part Number,System,Accounting Item Name,Short Description,Long Description,Discontinued,Tags,Phase,Labor Hours,MSRP,Unit Cost,Unit Price,Taxable,Use Tax,Preferred Vendor,Order UOM,Order UOM Units,Do Not Order,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Custom Field 1 (Income Account),Custom Field 2 (Expense Account),Custom Field 3 (Spec Sheet - Type),Custom Field 4 (Spec Sheet - Cut Out Dimensions),Custom Field 5 (Spec Sheet - Part ID),Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12 (Spec Sheet Options),Custom Field 13,Custom Field 14,Summarize,Show In Product Details Report,Approved
FUTURE AUTOMATION,EAD-WB,Lifts,Wall-Motorized,https://savinc.sharepoint.com/:b:/g/EcyOAnWFmwFBrP3DEhlNVygB8jlF6WyiKgXqqvkVDe262Q?e=v6De1d,EAD-WB,"TV, Sources & Mounts",FUTURE AUTOMATION:EAD-WB,Electric Advance & Drop With In Wall Box,The Electric Advance and Drop TV Wall Mount with In Wall Box is a one of a kind bracket designed to move a flat screen vertically to a more desirable viewing height. The down and out movement make this ideal for mounting a TV over a fireplace as the EAD moves forward to clear a mantle piece and then drops down for a more favorable viewing position. A truly unique and creative solution. The in wall box enables mounting of the EAD bracket in a recess to allow for an ultra slim installation.,FALSE,,Finish,4,3700,1850,3700,TRUE,,"Future Automation, Inc.",,,FALSE,29.61,14.84,5.76,0,FALSE,0,0,0,0,0,,FALSE,,,IR (FRONT);RJ11;RJ11,CTRL;CTRL;CTRL,IR;RS232;CONTACT CLOSURE,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,13.94'' W x 28.70'' H,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,FM,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EXYp13fRQv1Oqg4ppCQuIWwB6kJ3OZeAaB0mcW3GHLFgRw?e=px7YBY,FM,,FUTURE AUTOMATION:FM,TV Floor Mount for 32'' to 50'' TVs,TheTV Floor Mountoffers a simple free standing mounting solution for Flat Screen Televisions. A stainless steel tube and base give thisTV floor mounta timeless look and feel and the manual swivel function ensure that the screen can be viewed in more than one viewing position. Bespoke height options are also available if required.,FALSE,,Finish,1,920,550,1100,TRUE,,"Future Automation, Inc.",,,FALSE,31.49,27.16,19.9,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,FSA1,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EcxZprF_F5NLmV1wLl25FWIB60d_SZ3Lw6NsLOhI9V1-cQ?e=UgiuaQ,FSA1,,FUTURE AUTOMATION:FSA1,Articulated wall mount 15'' - 26'' TV,"The Flat Screen Swivel Mount is a beautifully designed anodised aluminium double arm wall mount with bi-directional swivel and tilt. The double arm design allows the screen to be fully moved away from the wall and rotated in both directions for multiple viewing angles. Ideal for installations in kitchens and bedrooms, the tilt function allows for screens to be mounted high and tilted for viewing.",FALSE,,Finish,1,340,170,340,TRUE,,"Future Automation, Inc.",,,FALSE,7.9,9.1,2.4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,FSA2,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EYmGAL0cERRJn0d4_VXerksBQ3R1mY8HjAQbx1LmusQp-Q?e=v0m2HM,FSA2,,FUTURE AUTOMATION:FSA2,Articulated wall mount 26'' - 37'' TV,"The Flat Screen Swivel Mount is a beautifully designed anodised aluminium double arm wall mount with bi-directional swivel and tilt. The double arm design allows the screen to be fully moved away from the wall and rotated in both directions for multiple viewing angles. Ideal for installations in kitchens and bedrooms, the tilt function allows for screens to be mounted high and tilted for viewing.",FALSE,,Finish,1,640,320,640,TRUE,,"Future Automation, Inc.",,,FALSE,11,13.6,2.9,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,FSH,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EbUHdAHgYARLg1ahsS6JM_UBiUHKULevR1J-5F-z3XRUXw?e=V6hycJ,FSH,,FUTURE AUTOMATION:FSH,Flat screen swivel mount for 26'' to 37'' display TV,"The Flat Screen Swivel Mount is a double arm swivel bracket available in a matt black finish. Suitable for screens from 26 to 37 the double arm bracket allows for complete rotation in both directions for multiple viewing angles. Coming with a variety of mounting options to suit all screens on the market place, it offers the versatility required for any installation.",FALSE,,Finish,1,600,300,600,TRUE,,"Future Automation, Inc.",,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,LSM-EFA 4,Mounts,TV Lifts,http://www.futureautomation.net/Product/Details/LSM-EFA,LSM-EFA 4,AV Control and Distribution,FUTURE AUTOMATION:LSM-EFA 4,"LSM Series TV Lift and Electronic Flap, 42 - 50'' Displays","The LSM-EFA TV Lift is a compact lift mechanism designed to house screens ranging between 42'' and 65'', with an electric flap. The electric lid is operated automatically before the screen rises, completing the automated appearance. The Electric Flap Actuator is also well suited to marine applications as the lid is held securely in place, eliminating any movement of the lid.",FALSE,,Finish,5,4200,2100,4200,TRUE,,"Future Automation, Inc.",,,FALSE,32.3,29.3,6.1,0,FALSE,0,0,0,0,0,,FALSE,,,RJ11;RJ45;3.5MM;;ACPLUG,CTRL;12VDC;CTRL;;240VAC,RS232;CONTACT CLOSURE;IR;;POWER,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,1,,LIFT,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PD3.5,Lifts,Projector,https://savinc.sharepoint.com/:b:/g/EQHFj9zfzBtCkF5uWZ6tDnYB_qKN_pR9B5k1xsTvo1OjmQ?e=KUspaN,PD3.5,,FUTURE AUTOMATION:PD3.5,Projector Drop Mechanism - (Max projector size 22.0'' x 25.5'' x 9.2''),Projector Drop Mechanism - (Max projector size 22.0'' x 25.5'' x 9.2''),FALSE,,Finish,4,8000,4000,8000,TRUE,,"Future Automation, Inc.",,,FALSE,10.3,31.7,31.7,0,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG;RJ11;RJ11;3.5MM,240VAC;CTRL;12VDC;CTRL,POWER;RS232;CONTACT CLOSURE;IR,3.5MM,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PDM2,Lifts,Projector,https://savinc.sharepoint.com/:b:/g/ERs9AtuDD7hIhnG1IlsJKR4Bj4HTviTW2z-9G13YxTJYCQ?e=y4v0Wl,PDM2,,FUTURE AUTOMATION:PDM2,Marine Projector Drop - (Max Projector Size: 19.29 x 19.29 x 7.48 ''),Marine Projector Drop - (Max Projector Size: 19.29 x 19.29 x 7.48 ''),FALSE,,Finish,4,5000,2500,5000,TRUE,,"Future Automation, Inc.",,,FALSE,10.6,24.4,26.6,0,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG;RJ11;RJ11;3.5MM,240VAC;CTRL;12VDC;CTRL,POWER;RS232;CONTACT CLOSURE;IR,3.5MM,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PIC-SIDE 3,Lifts,TV,https://savinc.sharepoint.com/:b:/g/Edp6Ff_gtEpFkQTOhNRRMKABYBQUIMv1yeEk3nK0VzNE0Q?e=F2JkWf,PIC-SIDE 3,,,PIC SD 3 - Picture Side Mechanism 65'',PIC SD 3 - Picture Side Mechanism 65'',FALSE,,Finish,4,2640,3038,6200,TRUE,,"Future Automation, Inc.",,,FALSE,23.9,17.7,5.9,0,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG;RJ45,240VAC;CTRL,POWER;RS232,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS40,Mounts,Wall-Full Swing,https://savinc.sharepoint.com/:b:/g/EXjd-xfHjH1KhIPz0YuUmXQBef5VSR5BE93q-zmhJg7Rrg?e=eQPkWP,PS40,"TV, Sources & Mounts",FUTURE AUTOMATION:PS40,"Articulated TV Wall Mount, 40'' - 75'' Display Size.","The PS Bracket is the original custom install swivel bracket. The smoothest and most reliable product on the market, the PS Bracket allows perfect parallel movement and the freedom and flexibility to view your flat screen in a variety of positions, for the ultimate viewing experience. Perfect for recessing screens in walls for a completely flush finish.",FALSE,,Finish,2,440,220,440,TRUE,,"Future Automation, Inc.",,,FALSE,20.2,16.9,2,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS4021,Mounts,Flush Wall Mounts,https://savinc.sharepoint.com/:b:/g/ETszc35w1mZIrXhKe5ORYYABp4UbSbrV2ZxEYIQcstyX9Q?e=Tvz809,PS4021,"TV, Sources & Mounts",FUTURE AUTOMATION:PS4021,Flush fit service mount with in-wall box for 75'' display,"The PS4021 combines the PS40 articulated TV mount with the dedicated WB21 in-wall box to make the perfect service bracket. The bracket allows for effortless, one handed access behind the screen for servicing needs. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV. The wall box is ideal for installing at first fix stage ensuring correct positioning of the TV and making sure that no other utilities are placed in the way.",FALSE,,Rough-In,0.5,700,350,700,TRUE,,"Future Automation, Inc.",,,FALSE,21,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS4026,Mounts,Wall-Full Swing,https://savinc.sharepoint.com/:b:/g/EWCl2d33q_1Hq0AWBlIt1jkBqr4GbavXTWmecTkB3jo8Kw?e=wiAUI8,PS4026,"TV, Sources & Mounts",FUTURE AUTOMATION:PS4026,"Articulated TV Wall Mount with 26'' In-Wall Box, 40'' - 75'' Display Size.",The PS-WB combines the PS articulated TV mount with the dedicated WB in-wall box. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV.,FALSE,,Finish,3,740,370,740,TRUE,,"Future Automation, Inc.",,,FALSE,26,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS4031,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/ESlvbif3CxBBn0AcDUOwExIBVVXFWx-gq_kdv3pTrTAPVg?e=pepWrk,PS4031,"TV, Sources & Mounts",FUTURE AUTOMATION:PS4031,Articulated wall mount with in wall box for 40'' to 75'' TV - PS40 bracket and wall box 31,The PS-WB combines the PS articulated TV mount with the dedicated WB in-wall box. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV. The wall box is ideal for installing at first fix stage ensuring correct positioning of the TV and making sure that no other utilities are placed in the way.,FALSE,,Finish,1,900,450,900,TRUE,,"Future Automation, Inc.",,,FALSE,31,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS42,Mounts,Uncategorized,http://www.futureautomation.net/Product/Details/PS42,PS42,,FUTURE AUTOMATION:PS42,Articulated TV Wall Mount  for 40'' to 50'' TVs,"The PS Bracket is the original custom install swivel bracket. The smoothest and most reliable product on the market, the PS Bracket allows perfect parallel movement and the freedom and flexibility to view your flat screen in a variety of positions, for the ultimate viewing experience. Perfect for recessing screens in walls for a completely flush finish. (For larger screens see PS50, PS60 or the PS85.)",FALSE,,Finish,0.5,600,300,600,TRUE,,"Future Automation, Inc.",,,FALSE,20.8,28.3,3.1,,FALSE,,,,,,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,,,,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS55,Mounts,Wall-Full Swing,https://www.futureautomation.co.uk/Product/Details/PS55,PS55,"TV, Sources & Mounts",FUTURE AUTOMATION:PS55,Articulated TV Wall Mount.,"The PS Bracket is the original custom install swivel bracket. The smoothest and most reliable product on the market, the PS Bracket allows perfect parallel movement and the freedom and flexibility to view your flat screen in a variety of positions, for the ultimate viewing experience. Perfect for recessing screens in walls for a completely flush finish.",FALSE,,Finish,1,480,240,480,TRUE,,"Future Automation, Inc.",,,FALSE,24.9,16.9,2,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS5526,Mounts,Wall-Full Swing,https://savinc.sharepoint.com/:b:/g/EayLETuySrlNso_qCHJOHB0BeT1aRZ-CMO6HzvlI3oELwQ?e=iFkUNE,PS5526,"TV, Sources & Mounts",FUTURE AUTOMATION:PS5526,"Articulated TV Wall Mount with 26'' In-Wall Box, 55'' - 75'' Display Size.",The PS-WB combines the PS articulated TV mount with the dedicated WB in-wall box. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV.,FALSE,,Finish,3,800,400,800,TRUE,,"Future Automation, Inc.",,,FALSE,26,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS5531,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EdE30B1EaPRPgsvnSzACuusBk_4OsWkHQ1clB5g-FJFA3w?e=0qC5ur,PS5526,"TV, Sources & Mounts",FUTURE AUTOMATION:PS5531,PS55 Bracket and wall box 31 for 55'' to 75'' display,The PS-WB combines the PS articulated TV mount with the dedicated WB in-wall box. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV.,FALSE,,Finish,1,1400,460,920,TRUE,,"Future Automation, Inc.",,,FALSE,31,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS60,Mounts,TV Mounts,http://www.futureautomation.net/Product/Details/PS60,PS60,,FUTURE AUTOMATION:PS60,Articulated wall mount for 60'' to 85'' TV,"This PS Bracket allows screens up to 85 to be moved smoothly and easily in either direction. The PS Bracket allows perfect parallel movement and the freedom and flexibility to view your flat screen in a variety of positions, for the ultimate viewing experience. Perfect for recessing screens in walls for a completely flush finish.",FALSE,,Finish,1,1200,800,1200,TRUE,,"Future Automation, Inc.",,,FALSE,31.3,35.4,3.1,,FALSE,,,,,,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,2,,,,,,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS60-WB,Mounts,TV Mounts,http://www.futureautomation.co.uk/Product/Details/PS60-WB,PS60-WB,"TV, Sources & Mounts",FUTURE AUTOMATION:PS60-WB,"Articulated wall mount for 60'' to 85'' TV, wall box",The PS60+WB combines the PS60 pull and swivel TV mount with the dedicated WB-PS60 in wall box. This in wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV within a closed off dedicated panel space.,FALSE,,Finish,1,1700,850,1700,TRUE,,"Future Automation, Inc.",,,FALSE,31,31.4,3.8,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PS6531,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/ETVcYFvxl2NCrA5GYnlxMCoBBz3GYHzfyjSk2TKGZSV7nA?e=FdPl4W,PS6531,"TV, Sources & Mounts",FUTURE AUTOMATION:PS6531,Articulated wall mount with in wall box for 65'' to 75'' TV - PS65 bracket and wall box 31,The PS-WB combines the PS articulated TV mount with the dedicated WB in-wall box. The recessed in-wall box will not only allow for a flush fit of your TV it will also allow for installation of power supply and connection points to be discreetly concealed behind the TV. The wall box is ideal for installing at first fix stage ensuring correct positioning of the TV and making sure that no other utilities are placed in the way.,FALSE,,Finish,1,1400,700,1400,TRUE,,"Future Automation, Inc.",,,FALSE,31,14,4,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PSE90,Mounts,TV Mounts,https://savinc.sharepoint.com/:b:/g/EavjhTnn6RdPsvbHmdopHKMBNn-uisBeHHgYiPQNJMDPrQ?e=QNWZJQ,PSE90,,FUTURE AUTOMATION:PSE90,Motorised Articulated TV Wall Mount 46''-65'' TV,"A dedicated Electric TV Mount, the PSE90 offers full rotation up to 90 degrees in one direction for larger flat screen TVs. The superbly smooth action, cable management, and neat mounting plate encapsulate the quality of Future Automation design with functionality and look unlike any other TV Mount on the market. A variety of mount options ensure that individual screens are mounted in the neatest possible way. For smaller screens see the FSE90.",FALSE,,Finish,1,2500,1250,2500,TRUE,,"Future Automation, Inc.",,,FALSE,18.1,25.4,3.5,0,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG;RJ11;RJ45;3.5MM,240VAC;CTRL;12VDC;CTRL,POWER;RS232;CONTACT CLOSURE;IR,3.5MM,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,PSE90-SM,Speakers,Speaker Mounts & Stands,http://www.futureautomation.net/Product/Details/SM-LCR,PSE90-SM,,FUTURE AUTOMATION:PSE90-SM,Speaker mount for PSE90 electric swivel bracket,"The SM-LCR is an add-on centre speaker mount for the Plasma Swivel brackets. It allows a home cinema centre speaker or sound bar to be directed with screen towards the audience. The SM-LCR is suitable for popular centre, LCR, sound bar and surround sound speakers.",FALSE,,Finish,0.5,360,180,360,TRUE,,"Future Automation, Inc.",,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,,,,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,SAB,Lifts,Bracket,,SAB,,FUTURE AUTOMATION:SAB,Screen Access Bracket,Screen Access Bracket,FALSE,,Finish,2.5,800,400,800,TRUE,,"Future Automation, Inc.",,,FALSE,31.38,15.79,3.75,0,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG;RJ11;RJ45;3.5MM,240VAC;CTRL;12VDC;CTRL,POWER;RS232;CONTACT CLOSURE;IR,3.5MM,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,,,,,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,SPS1200,Lifts,Panel,https://savinc.sharepoint.com/:b:/g/EfSt71_6q2ZPk6QdnZ0jkC4BHcyeHHn6pZUELYLzKv10nQ?e=Sq4wt9,SPS1200,"TV, Sources & Mounts",FUTURE AUTOMATION:SPS1200,Sliding Panel System for 50'' to 65'' TVs,"The sliding Panel Mechanism our reference moving panel mechanism and allows complete concealment of a flat screen TV. The mechanism takes a panel inwards and moves it out of sight behind the surrounding panel work before advancing the screen to sit flush with the wall. A distinctively brilliant design, this one-of-a-kind sliding mechanism offers the ultimate in look, functionality and wow factor. Available in a host of options, the Sliding Panel Mechanism allows you to design a wall or cabinet with complete freedom.",FALSE,,Finish,8,12000,6000,12000,TRUE,,"Future Automation, Inc.",,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,1/8 TS;RJ11;RJ45;ACPLUG,CTRL;CTRL;12VDC;120VAC,IR;RS232;CONTACT CLOSURE;POWER,1/8 TS,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,1,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,SPS1300,Lifts,TV,https://savinc.sharepoint.com/:b:/g/Ec0uq9E49fxHmDKybrmN6CkBh7bUniK5Oevj9M8kAmQFog?e=vsb7xX,SPS1300,,FUTURE AUTOMATION:SPS1300,Sliding Panel System for 80'' to 98'' TVs,"The Sliding Panel Mechanism is our reference moving panel mechanism and allows complete concealment of a flat screen TV. The mechanism takes a panel inwards and moves it out of sight behind the surrounding panel work before advancing the screen to sit flush with the wall. A distinctively brilliant design, this one-of-a-kind sliding mechanism offers the ultimate in look, functionality and wow factor. Available in a host of options, the Sliding Panel Mechanism allows you to design a wall or cabinet with complete freedom.",FALSE,,Finish,6,12500,6250,12500,TRUE,,"Future Automation, Inc.",,,FALSE,0,0,10.2,0,FALSE,0,0,0,0,0,,FALSE,,,RJ11;RJ45;3.5MM;;ACPLUG,CTRL;12VDC;CTRL;;240VAC,RS232;CONTACT CLOSURE;IR;;POWER,3.5MM,CTRL,IR,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
FUTURE AUTOMATION,UBL,Lifts,Under Bed,https://savinc.sharepoint.com/:b:/g/EcM_yv7G9hdIlh1Anc01SfEB8CC8hZAt55lodB1WO-M2yg?e=HmIaJo,UBL,"TV, Sources & Mounts",FUTURE AUTOMATION:UBL,Under Bed Lift Mechanism for 32'' to 55'' Displays,"The Under Bed TV Lift is a unique and impressive mechanism that stores a flat screen under a bed, negating the need for cabinetry at the foot of the bed.",FALSE,,Finish,4,12000,6000,12000,TRUE,,"Future Automation, Inc.",,,FALSE,8.66,27.36,61.42,176,FALSE,0,0,0,0,0,,FALSE,,,RJ11;1/8 TS;RJ45;;ACPLUG,CTRL;CTRL;12VDC;;240VAC,RS232;IR;CONTACT CLOSURE;;POWER,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,LIFT,0,0,0,,,,,,,FALSE,TRUE,TRUE
