,Manufacturer,Model,Project Count,Usage Count,Min Unit Cost,Max Unit Cost,Average Unit Cost,Min Unit Price,Max Unit Price,Average Unit Price,Min Unit Labor Hours,Max Unit Labor Hours,Average Unit Labor Hours
Equipment,MIDDLE ATLANTIC,DWR-RR18,3,3,32.3,35.5,34.43,47.33,68,58.17,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-RR24,4,7,39.84,41.8,40.96,83,88,85.86,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,DWR-RR35,12,16,49.4,59,53.44,78.67,118,107.85,0.25,0.75,0.42
Equipment,MIDDLE ATLANTIC,DWR-RR40,19,31,56.16,64.5,60.36,88.57,129,122.13,0.25,0.75,0.44
Equipment,MIDDLE ATLANTIC,DWR-RR46,9,13,61.27,69,67.81,106.15,138,131.72,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,DWR-RR8,1,1,19.95,19.95,19.95,42,42,42,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,DWRSR-ZL,2,2,47.04,47.04,47.04,98,98,98,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,EB1,1,3,5.7,5.7,5.7,12,12,12,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,EB3,1,1,9.03,9.03,9.03,19,19,19,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,EFB8S,1,2,273.14,273.14,273.14,364.19,364.19,364.19,1.5,1.5,1.5
Equipment,MIDDLE ATLANTIC,ERK-2725LRD,1,1,412.5,412.5,412.5,825,825,825,4,4,4
Equipment,MIDDLE ATLANTIC,ERK-3525,2,4,440.64,440.64,440.64,918,918,918,8,8,8
Equipment,MIDDLE ATLANTIC,ERK-4025LRD,1,1,432.73,432.73,432.73,911,911,911,4,4,4
Equipment,MIDDLE ATLANTIC,ERK-4420LRD,1,1,416.64,416.64,416.64,868,868,868,8,8,8
Equipment,MIDDLE ATLANTIC,ERK-4425,2,2,508.8,532,520.4,1060,1120,1090,8,8,8
Equipment,MIDDLE ATLANTIC,ERK-4425LRD,2,2,475.48,520.5,497.99,650.63,1001,825.81,8,8,8
Equipment,MIDDLE ATLANTIC,ERK-4QFT-FC,7,8,321.6,368,348.48,460,736,678,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,ERK-DT,3,5,35.63,37.05,35.91,75,78,75.6,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,ERK-RR44,1,1,55.1,55.1,55.1,116,116,116,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,ERK-VRD-44,1,1,106.08,106.08,106.08,221,221,221,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,EVT1,1,2,7.13,7.13,7.13,15,15,15,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,EWR-10-22,1,1,281,281,281,468.33,468.33,468.33,4,4,4
Equipment,MIDDLE ATLANTIC,EWR-16-22,1,1,367.2,367.2,367.2,765,765,765,8,8,8
Equipment,MIDDLE ATLANTIC,EWR-8-22,1,1,237.03,237.03,237.03,499,499,499,4,4,4
Equipment,MIDDLE ATLANTIC,FAN2-DC,3,6,122.88,122.88,122.88,256,256,256,1,1,1
Equipment,MIDDLE ATLANTIC,FC-2-215-1CA,16,20,131.57,155.5,140.37,172.78,311,278.78,0.25,1,0.69
Equipment,MIDDLE ATLANTIC,FC-4-1CA,81,104,0,140,125.96,0,280,250.78,0,1,0.47
Equipment,MIDDLE ATLANTIC,FD-24,1,2,116.64,116.64,116.64,243,243,243,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,FD-40,5,6,150.72,159.13,157.73,239.29,335,299.6,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,FD-46,8,12,174,193,181.07,348,386,368.33,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,FTA-3,3,6,189.53,197.28,194.7,399,411,407,1,1,1
Equipment,MIDDLE ATLANTIC,GANG-10,2,2,13.95,15.36,14.66,31,32,31.5,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,HP,86,142,13.3,16,14.96,16.36,32,27.61,0,0.25,0.24
Equipment,MIDDLE ATLANTIC,HPM-4,1,1,38,38,38,80,80,80,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,HR-UMS1-5.5,1,1,29.93,29.93,29.93,63,63,63,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,HS,2,2,17.76,17.76,17.76,37,37,37,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,LACE-13-OP,1,1,65.76,65.76,65.76,137,137,137,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,LACE-23-OWP,2,3,102.72,102.72,102.72,214,214,214,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,LACE-37-OWP,1,1,136.8,136.8,136.8,285,285,285,0.75,0.75,0.75
Equipment,MIDDLE ATLANTIC,LACE-40-OP,7,34,122.4,139.5,127.51,193.76,279,202.43,0.25,0.75,0.71
Equipment,MIDDLE ATLANTIC,LACE-44-OP,2,5,115.65,132.53,119.03,257,279,261.4,0.25,0.75,0.65
Equipment,MIDDLE ATLANTIC,LBP-1.5,17,23,48.45,55,51.14,93.27,110,105.89,0.25,0.5,0.42
Equipment,MIDDLE ATLANTIC,LBP-1A,86,107,20.7,24.5,23.14,25.33,49,46.06,0,0.75,0.4
Equipment,MIDDLE ATLANTIC,LBP-2A,81,105,35.55,42.5,40.43,44.74,85,78,0,0.75,0.35
Equipment,MIDDLE ATLANTIC,LBP-4A,28,48,39.6,47.5,44.99,30.4,95,84.83,0,0.5,0.3
Equipment,MIDDLE ATLANTIC,LBP-6A,11,16,44.55,53.5,52.94,76.43,107,99.59,0,0.5,0.23
Equipment,MIDDLE ATLANTIC,LBX-3,3,15,63.17,63.17,63.17,96.15,96.15,96.15,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,LF,2,4,13.78,15,14.39,23.08,29,26.04,0,0.25,0.13
Equipment,MIDDLE ATLANTIC,LF-ISO,1,1,19,19,19,40,40,40,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,MRK-2426,4,4,498.24,635.5,601.19,921.01,1271,1125.25,4,6,4.5
Equipment,MIDDLE ATLANTIC,MRK-3726,8,11,536.64,684,599.23,1118,1368,1243.09,8,8,8
Equipment,MIDDLE ATLANTIC,MRK-3731,1,2,788,788,788,1212.31,1212.31,1212.31,8,8,8
Equipment,MIDDLE ATLANTIC,MRK-4026,12,41,500.4,708,612.15,930.49,1416,1025.26,4,8,7.8
Equipment,MIDDLE ATLANTIC,MRK-4426,15,19,599.52,764.5,654.05,599.52,1529,1289.17,4,8,7.58
Equipment,MIDDLE ATLANTIC,MRK-4431,4,6,836,880,865.33,1760,1760,1760,8,8,8
Equipment,MIDDLE ATLANTIC,MRK-4436,1,1,779.52,779.52,779.52,1624,1624,1624,8,8,8
Equipment,MIDDLE ATLANTIC,MS-11,2,2,28.5,28.5,28.5,57,57,57,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,MS-5.5,33,55,17.57,20.5,18.43,18.24,41,37.53,0.25,0.5,0.49
Equipment,MIDDLE ATLANTIC,MV-RR24,4,4,49.92,57.5,55.61,83.33,115,104.33,0.25,0.5,0.31
Equipment,MIDDLE ATLANTIC,MV-RR37,5,8,54.24,63,59.84,96.92,126,115.23,0,0.5,0.31
Equipment,MIDDLE ATLANTIC,MV-RR40,12,41,54,68.5,62.62,95.43,137,104.83,0.25,0.5,0.47
Equipment,MIDDLE ATLANTIC,MV-RR44,13,19,68.88,75.5,71.32,79.47,151,143.45,0.25,0.5,0.34
Equipment,MIDDLE ATLANTIC,MW-10FT-FC,6,9,325.92,343.9,329.92,679,724,689,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,MW-4FT,1,1,38.5,38.5,38.5,504,504,504,1,1,1
Equipment,MIDDLE ATLANTIC,MW-4FT-380CFM,12,15,227.04,262,238.15,227.04,524,477.14,0.25,1,0.8
Equipment,MIDDLE ATLANTIC,MW-4QFT-FC,27,60,353.7,449,416.77,472.63,898,728.89,0,0.25,0.24
Equipment,MIDDLE ATLANTIC,OCAP-2,1,8,22.08,22.08,22.08,46,46,46,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PB-DWR,2,2,23.5,23.5,23.5,47,47,47,0.1,0.1,0.1
Equipment,MIDDLE ATLANTIC,PD-2015R-NS,6,13,65.5,65.5,65.5,81.88,131,111.03,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PD-2415SC,2,4,100.8,100.8,100.8,210,210,210,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PD-2415SC-NS,11,13,85.5,93.58,90.75,180,197,190.15,0.25,0.5,0.48
Equipment,MIDDLE ATLANTIC,PD-2420SC-NS,1,1,101.65,101.65,101.65,214,214,214,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PD-815SC,1,1,63.36,63.36,63.36,132,132,132,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PD-815SC-20,1,1,67.68,67.68,67.68,141,141,141,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PD-815SC-PBSH,99,153,69.3,90,82.91,84.51,180,162.57,0.17,0.5,0.36
Equipment,MIDDLE ATLANTIC,PD-915R,2,2,74.1,74.1,74.1,156,156,156,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PDT-1015C-NS,5,6,79.68,93.5,83.94,166,187,174.5,0,0.5,0.42
Equipment,MIDDLE ATLANTIC,PDT-1220C-NS,1,1,107.5,107.5,107.5,215,215,215,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PDT-1415C,4,8,102.24,102.24,102.24,213,213,213,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PDT-1415C-NS,2,4,96,96,96,192,192,192,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PDT-1615C-NS,11,16,94.56,111.5,97.98,197,223,204.63,0.25,0.5,0.45
Equipment,MIDDLE ATLANTIC,PDT-1620C-NS,18,21,0,118.28,107.95,0,249,225.14,0,0.5,0.48
Equipment,MIDDLE ATLANTIC,PDT-615C-NS,6,6,71.52,75.05,72.89,149,158,152.67,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,PFD-12,1,1,160.55,160.55,160.55,247,247,247,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PFD-18,2,4,180.5,180.5,180.5,277.69,380,303.27,0,0.25,0.06
Equipment,MIDDLE ATLANTIC,PFD-24,1,1,202.56,202.56,202.56,422,422,422,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PFD-35,2,2,317.3,317.3,317.3,668,668,668,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PFD-37,2,2,308.16,324.9,316.53,642,684,663,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PFD-40,5,9,297.45,344.85,330.32,661,726,701.56,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PFD-44,3,4,349.92,369.07,364.28,729,777,765,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,PHCM-1-2,5,15,20,20,20,25,40,38,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,PHCM-2-3,1,1,24,24,24,30,30,30,0.08,0.08,0.08
Equipment,MIDDLE ATLANTIC,PRX-MP-9X12,15,30,23.27,25.65,24.06,49,54,50.67,0.25,1,0.59
Equipment,MIDDLE ATLANTIC,PVFD-44,1,1,453.6,453.6,453.6,945,945,945,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,QBP-2,2,4,215.18,215.18,215.18,268.98,453,314.98,0.25,1,0.44
Equipment,MIDDLE ATLANTIC,QBP-2A,5,11,227.04,258.5,229.9,359.03,473,462.64,0.15,0.25,0.16
Equipment,MIDDLE ATLANTIC,QFAN,8,25,46.08,49.88,48.14,97,105,100.72,0.15,0.15,0.15
Equipment,MIDDLE ATLANTIC,RAP37,2,2,107.72,107.72,107.72,214,219,216.5,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,RAP43,1,1,125,125,125,250,250,250,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,RC-2,1,3,43.68,43.68,43.68,74.25,74.26,74.26,0,0,0
Equipment,MIDDLE ATLANTIC,RC-3,2,3,48,52,50.67,81.6,104,96.53,0,0.5,0.33
Equipment,MIDDLE ATLANTIC,RC-4,7,7,57.5,57.5,57.5,115,115,115,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RCS-3524,1,1,669.3,669.3,669.3,892.4,892.4,892.4,4,4,4
Equipment,MIDDLE ATLANTIC,RR2-3RCN,11,27,19.68,23,21.94,28.75,46,37.91,0,0.5,0.39
Equipment,MIDDLE ATLANTIC,RSH4A1S ROKU ULTRA,2,2,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A1S ROKU ULTRA (TRIPLE),1,2,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2M INTEGRA DSX-3,5,7,92,92,92,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2M SONOS AMP,24,35,89.78,89.78,89.78,94.51,197,181.53,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S APPLE TV (DUAL),2,2,89.78,89.78,89.78,95.89,189,142.45,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S APPLE TV (SINGLE),1,1,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S APPLE TV (TRIPLE),22,25,89.78,91.68,90.01,99.76,189,174.04,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV C61700,42,59,88.32,89.78,89.38,99.76,189,182.89,0.25,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV C61K700 & APPLE TV,19,29,88.32,89.78,89.23,96.54,189,166.29,0,0.5,0.48
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV C61K700 & ROKU,2,2,88.32,88.32,88.32,184,184,184,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV C61K700 (DUAL),44,57,88.32,89.78,89.63,96.54,189,171.11,0.25,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV H24700,8,10,89.78,89.78,89.78,99.76,189,180.08,0.5,1,0.55
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV H25700,8,16,89.78,91.68,91.56,184,189,184.31,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV H25700 (DUAL),10,14,89.78,91.68,90.46,184,189,187.21,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV H25700 (TRIPLE),1,1,89.78,89.78,89.78,184,184,184,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV HR24500,11,23,89.78,91.68,90.77,94.51,189,173.76,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S DIRECTV HR54500,120,125,0,91.68,88.6,0,189,181.93,0,0.5,0.49
Equipment,MIDDLE ATLANTIC,RSH4A2S H25 & APPLETV,2,2,91.68,91.68,91.68,184,184,184,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S KALEIDESCAPE STRATO K0509-0010,1,1,91.68,91.68,91.68,184,184,184,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S ROKU ULTRA DUAL,2,6,89.78,89.78,89.78,138.12,189,172.04,-0.5,-0.5,-0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S SAVANT SSC001200,2,2,89.78,91.68,90.73,183.36,189,186.18,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S SONICWALL TZ300,156,159,0,91.68,88.52,0,189,178.35,0,0.5,0.49
Equipment,MIDDLE ATLANTIC,RSH4A2S SONOS CONNECT,27,28,0,92,87.34,0,189,178.22,0,0.5,0.48
Equipment,MIDDLE ATLANTIC,RSH4A2S SONOS CONNECT (DUAL),55,79,89.78,91.68,90.55,94.51,189,177.58,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S SONOS CONNECT (TRIPLE),81,147,0,92,89.53,0,414.28,182.23,0,0.5,0.49
Equipment,MIDDLE ATLANTIC,RSH4A2S SONOS PORT (SINGLE),1,1,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S SONOS PORT (TRIPLE),1,1,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2S SONY UBPX1000ES,4,4,89.78,89.78,89.78,189,189,189,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A2x,34,115,87.4,98.5,89.43,103.68,197,160.83,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A3M MICROSOFT XBOXONE,1,3,91.68,91.68,91.68,183.36,183.36,183.36,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A3x,6,6,87.4,98.5,93.74,184,197,192.17,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A4M-MC MCINTOSH MVP901,1,1,91.68,91.68,91.68,183.36,183.36,183.36,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A5x,1,1,89.78,89.78,89.78,184,184,184,0,0,0
Equipment,MIDDLE ATLANTIC,RSH4A5X LEXICON RV6,2,2,98.5,98.5,98.5,197,197,197,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A5X-MC MCINTOSH MX160,3,3,91.68,91.68,91.68,184,184,184,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A5XX-MC MCINTOSH MPC1500,4,4,89.78,91.68,90.26,183.36,189,187.59,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A5XX-MC MCINTOSH MX122,5,5,89.78,91.68,90.54,134,189,165,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A6XX-MC MCINTOSH MC205,2,2,99.75,99.75,99.75,148.88,148.88,148.88,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A6XX-MC MCINTOSH MC207,1,1,98.4,98.4,98.4,205,205,205,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4A6XX-MC MCINTOSH MC302,1,1,98.4,98.4,98.4,205,205,205,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSH4AXX,10,16,88.32,99.75,89.83,146.88,210,182.61,0.13,0.5,0.45
Equipment,MIDDLE ATLANTIC,RSHA-SONOS-AMP2,15,16,89.78,135,106.74,138.12,270,201.52,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,RSHA-SONOS-AMP4,2,3,89.78,135,119.93,197,270,245.67,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,S24D-HM,1,1,1236.9,1236.9,1236.9,2604,2604,2604,1,1,1
Equipment,MIDDLE ATLANTIC,SP-5-21,2,3,133.92,154.5,147.64,279,309,299,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SP-5-21-26,2,3,180.96,180.96,180.96,377,377,377,0,0,0
Equipment,MIDDLE ATLANTIC,SP-5-29,4,5,161.28,186,174.68,307.17,372,346.23,0,0.25,0.2
Equipment,MIDDLE ATLANTIC,SP-5-37,47,48,0,222,184.15,0,444,373.12,0,0.5,0.44
Equipment,MIDDLE ATLANTIC,SP-5-37-26,1,1,274.55,274.55,274.55,499.18,499.18,499.18,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SP-5-43,8,8,215.04,248,233.17,381.54,496,466.19,0,0.25,0.13
Equipment,MIDDLE ATLANTIC,SPN-24-267,4,4,216.96,250.5,242.12,363.04,501,454.26,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SPN-37-267,11,13,259.2,299.5,265.4,540,599,549.08,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SPN-37-312,1,2,406,406,406,624.62,624.62,624.62,0,0,0
Equipment,MIDDLE ATLANTIC,SPN-40-267,11,38,252.9,321,292.35,446.07,642,480.27,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SPN-44-267,15,19,294.72,340,307.74,294.72,680,605.4,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SPN-44-312,4,6,414.2,453.5,440.4,872,907,895.33,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SPN-44-36,1,1,437.28,437.28,437.28,911,911,911,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,SR-24-28,1,1,789.45,789.45,789.45,1662,1662,1662,4,4,4
Equipment,MIDDLE ATLANTIC,SR-40-22,4,7,874,874,874,1748,1748,1748,8,8,8
Equipment,MIDDLE ATLANTIC,SR-40-28,13,22,887.52,1015,922.94,1394.29,2030,1869.8,4,8,7.64
Equipment,MIDDLE ATLANTIC,SR-46-28,13,18,930.05,1107,1044.48,1123.63,2214,1895.15,4,8,7.11
Equipment,MIDDLE ATLANTIC,SRS2-14,1,2,294.72,294.72,294.72,614,614,614,8,8,8
Equipment,MIDDLE ATLANTIC,SRSR-2-12,3,6,350.88,370.02,363.64,513.92,779,674.64,4,6,4.67
Equipment,MIDDLE ATLANTIC,SRSR-4-30,1,1,425.04,425.04,425.04,924,924,924,8,8,8
Equipment,MIDDLE ATLANTIC,SRSR-X-14,1,1,532,532,532,1200,1200,1200,8,8,8
Equipment,MIDDLE ATLANTIC,SSHD-28,1,1,168,168,168,350,350,350,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,TA,60,137,0,39.5,33.95,0,79,69.72,0,0.25,0.25
Equipment,MIDDLE ATLANTIC,THERM-A,2,4,38,38,38,80,80,80,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,TRACK50,4,5,192.48,222,200.45,401,444,414.8,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,TRACKL,2,3,48.96,56.5,51.47,102,113,105.67,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,TS,4,8,13.92,14.72,14.52,29,31,30.5,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,TS1022,1,1,207.84,207.84,207.84,433,433,433,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,TS310,1,1,161.97,161.97,161.97,341,341,341,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,U2V,1,1,40.5,40.5,40.5,81,81,81,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,UD3,1,1,88.35,88.35,88.35,98.17,98.17,98.17,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,UD4,1,1,111.5,111.5,111.5,223,223,223,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,UFA-14.5,131,207,0,37.5,34.47,0,75,67.52,0,0.5,0.49
Equipment,MIDDLE ATLANTIC,UFA-8,8,9,24.23,28,26.36,51,75,60.44,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,UFA-8-F1,4,5,27.45,34,31.94,61,68,65.6,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,UFA-8-F2,21,29,29.25,36,33.1,48,72,65.57,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,UFAF-1,2,2,5.8,6.17,5.99,12.2,13,12.6,0.25,0.5,0.38
Equipment,MIDDLE ATLANTIC,UFAF-1A,4,6,12,13.5,12.48,25,27,26,0.25,0.5,0.29
Equipment,MIDDLE ATLANTIC,UFAF-2,18,26,7.76,9,8.21,8.49,18,16.14,0.25,0.5,0.4
Equipment,MIDDLE ATLANTIC,UFAF-2A,122,187,0,16,14.79,0,32,28.97,0,0.5,0.39
Equipment,MIDDLE ATLANTIC,UFAF-3A,2,3,17.57,19,18.05,37,38,37.33,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,UMS1-5.5,1,1,28.02,28.02,28.02,59,59,59,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,UPS-S1000R,6,9,424.32,521,456.55,783.46,858,833.15,1,1,1
Equipment,MIDDLE ATLANTIC,UPS-S500R,12,12,295.68,362.5,312.81,402.78,659,614.91,0.5,1,0.96
Equipment,MIDDLE ATLANTIC,UQFP-4,2,2,231.8,254,242.9,488,508,498,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,VBK-E20,5,5,10.93,12,11.36,23,24,23.4,0.25,0.25,0.25
Equipment,MIDDLE ATLANTIC,VBK-E25,2,2,11.88,13,12.44,16.25,25,20.63,0.15,0.25,0.2
Equipment,MIDDLE ATLANTIC,VBK-S28,4,7,11.04,11.04,11.04,23,23,23,0.15,0.15,0.15
Equipment,MIDDLE ATLANTIC,VPM-3,3,3,54.72,57.95,56.87,114,122,119.33,0.25,1,0.58
Equipment,MIDDLE ATLANTIC,VPM-4,6,8,60.48,69.5,64.26,126,139,131.88,0.25,1,0.63
Equipment,MIDDLE ATLANTIC,VSA-1626,3,3,81.22,81.22,81.22,171,171,171,0.5,0.5,0.5
Equipment,MIDDLE ATLANTIC,VT1,3,12,9.12,10.5,9.93,16.58,21,19.76,0.25,0.5,0.35
Equipment,MIDDLE ATLANTIC,VT2,1,4,13,13,13,26,26,26,0.25,0.25,0.25
Equipment,MIER,BW-DOCBOX2,72,77,61.99,65.99,62.09,82.65,112.78,105.82,0,0.5,0.49
Equipment,MILLSON,FF-BSK,1,1,250,250,250,500,500,500,0.5,0.5,0.5
Equipment,MILLSON,RF-F-RI,7,9,275,275,275,275,550,459.94,0.25,0.25,0.25
Equipment,MILLSON,RF-F-RI-CP,2,3,125,125,125,131.58,250,210.53,0.17,0.17,0.17
Equipment,MILLSON,RF-F-TRIM,3,4,375,375,375,750,750,750,0.17,0.17,0.17
Equipment,MILLSON,RF-H-RI,3,3,225,225,225,236.84,450,378.95,0.25,0.25,0.25
Equipment,MILLSON,RF-H-RI-CP,1,1,100,100,100,105.26,105.26,105.26,0.17,0.17,0.17
Equipment,MILLSON,RF-H-TRIM,2,3,275,275,275,423.08,550,465.38,0.17,0.17,0.17
Equipment,MILLSON,RF-PTP-BNK,5,20,1,10,7.75,2,20,15.27,0.08,0.17,0.15
Equipment,MILLSON,RF-PTP-C6,5,32,21,105,84,42,210,163.46,0.25,0.25,0.25
Equipment,MILLSON,RF-PTP-CCI-BLK,5,5,15,15,15,23.08,30,28.62,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-BLU,3,3,15,15,15,23.08,30,27.69,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-GRN,4,4,15,15,15,23.08,30,28.27,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-GRY,3,3,15,15,15,23.08,30,27.69,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-ORG,1,1,15,15,15,30,30,30,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-PRL,3,3,15,15,15,23.08,30,27.69,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-WHT,2,2,15,15,15,30,30,30,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-CCI-YLW,5,5,15,15,15,23.08,30,28.62,0.08,0.08,0.08
Equipment,MILLSON,RF-PTP-DA-8,5,9,20,100,91.11,40,200,177.09,0.25,0.25,0.25
Equipment,MILLSON,RF-PTP-FTYP,3,3,8,40,29.33,16,80,52.51,0.25,0.25,0.25
Equipment,MILLSON,RF-PTP-HCIN-LCRS,5,6,25,125,91.67,50,250,173.72,0.25,0.25,0.25
Equipment,MILLSON,RF-PTP-HCIN-SUB,4,6,80,80,80,123.08,160,153.85,0.25,0.25,0.25
